type,oc_year,oc_data,oc_county,oc_region
案類,發生年度,發生日期,發生縣市,發生鄉鎮市區
住宅竊盜,113,1001,南投縣,草屯鎮
住宅竊盜,113,1001,南投縣,竹山鎮
住宅竊盜,113,1001,雲林縣,臺西鄉
住宅竊盜,113,1001,澎湖縣,馬公市
住宅竊盜,113,1001,基隆市,安樂區
住宅竊盜,113,1001,基隆市,安樂區
住宅竊盜,113,1001,臺北市,松山區
住宅竊盜,113,1001,臺北市,中正區
住宅竊盜,113,1001,臺北市,中正區
住宅竊盜,113,1001,新北市,新莊區
住宅竊盜,113,1001,新北市,新店區
住宅竊盜,113,1001,新北市,新店區
住宅竊盜,113,1001,新北市,蘆洲區
住宅竊盜,113,1001,新北市,泰山區
住宅竊盜,113,1001,臺中市,西屯區
住宅竊盜,113,1001,臺中市,烏日區
住宅竊盜,113,1001,臺中市,太平區
住宅竊盜,113,1001,臺中市,和平區
住宅竊盜,113,1001,臺南市,學甲區
住宅竊盜,113,1001,桃園市,中壢區
住宅竊盜,113,1001,桃園市,龜山區
住宅竊盜,113,1002,新竹縣,湖口鄉
住宅竊盜,113,1002,南投縣,埔里鎮
住宅竊盜,113,1002,雲林縣,四湖鄉
住宅竊盜,113,1002,臺東縣,成功鎮
住宅竊盜,113,1002,新北市,新莊區
住宅竊盜,113,1002,新北市,淡水區
住宅竊盜,113,1002,新北市,汐止區
住宅竊盜,113,1002,新北市,蘆洲區
住宅竊盜,113,1002,新北市,八里區
住宅竊盜,113,1002,桃園市,楊梅區
住宅竊盜,113,1002,桃園市,八德區
住宅竊盜,113,1002,桃園市,觀音區
住宅竊盜,113,1003,南投縣,埔里鎮
住宅竊盜,113,1003,臺北市,士林區
住宅竊盜,113,1003,臺北市,士林區
住宅竊盜,113,1003,新北市,新莊區
住宅竊盜,113,1003,新北市,淡水區
住宅竊盜,113,1003,新北市,淡水區
住宅竊盜,113,1003,桃園市,蘆竹區
住宅竊盜,113,1004,金門縣,金寧鄉
住宅竊盜,113,1004,新竹縣,湖口鄉
住宅竊盜,113,1004,新竹縣,新豐鄉
住宅竊盜,113,1004,南投縣,國姓鄉
住宅竊盜,113,1004,臺北市,大安區
住宅竊盜,113,1004,臺北市,中山區
住宅竊盜,113,1004,新北市,新莊區
住宅竊盜,113,1004,新北市,淡水區
住宅竊盜,113,1004,新北市,淡水區
住宅竊盜,113,1004,新北市,五股區
住宅竊盜,113,1004,新北市,林口區
住宅竊盜,113,1004,臺中市,大雅區
住宅竊盜,113,1004,桃園市,平鎮區
住宅竊盜,113,1005,南投縣,魚池鄉
住宅竊盜,113,1005,新北市,淡水區
住宅竊盜,113,1005,新北市,淡水區
住宅竊盜,113,1005,新北市,淡水區
住宅竊盜,113,1005,臺南市,學甲區
住宅竊盜,113,1005,桃園市,楊梅區
住宅竊盜,113,1005,桃園市,八德區
住宅竊盜,113,1005,桃園市,龍潭區
住宅竊盜,113,1005,桃園市,新屋區
住宅竊盜,113,1005,桃園市,觀音區
住宅竊盜,113,1006,新竹縣,新豐鄉
住宅竊盜,113,1006,苗栗縣,銅鑼鄉
住宅竊盜,113,1006,苗栗縣,三義鄉
住宅竊盜,113,1006,南投縣,竹山鎮
住宅竊盜,113,1006,雲林縣,斗六市
住宅竊盜,113,1006,雲林縣,斗六市
住宅竊盜,113,1006,基隆市,安樂區
住宅竊盜,113,1006,臺北市,士林區
住宅竊盜,113,1006,新北市,新莊區
住宅竊盜,113,1006,新北市,新店區
住宅竊盜,113,1006,新北市,淡水區
住宅竊盜,113,1006,新北市,汐止區
住宅竊盜,113,1006,新北市,土城區
住宅竊盜,113,1006,臺中市,北區
住宅竊盜,113,1006,臺中市,潭子區
住宅竊盜,113,1006,桃園市,中壢區
住宅竊盜,113,1006,桃園市,大園區
住宅竊盜,113,1006,桃園市,平鎮區
住宅竊盜,113,1007,南投縣,名間鄉
住宅竊盜,113,1007,雲林縣,斗六市
住宅竊盜,113,1007,雲林縣,林內鄉
住宅竊盜,113,1007,雲林縣,麥寮鄉
住宅竊盜,113,1007,雲林縣,四湖鄉
住宅竊盜,113,1007,基隆市,七堵區
住宅竊盜,113,1007,臺北市,文山區
住宅竊盜,113,1007,新北市,樹林區
住宅竊盜,113,1007,新北市,土城區
住宅竊盜,113,1007,新北市,五股區
住宅竊盜,113,1007,新北市,泰山區
住宅竊盜,113,1007,新北市,三芝區
住宅竊盜,113,1007,臺中市,龍井區
住宅竊盜,113,1007,臺中市,龍井區
住宅竊盜,113,1007,臺南市,學甲區
住宅竊盜,113,1007,桃園市,中壢區
住宅竊盜,113,1007,桃園市,中壢區
住宅竊盜,113,1007,桃園市,蘆竹區
住宅竊盜,113,1007,桃園市,龜山區
住宅竊盜,113,1007,桃園市,新屋區
住宅竊盜,113,1008,宜蘭縣,礁溪鄉
住宅竊盜,113,1008,宜蘭縣,大同鄉
住宅竊盜,113,1008,新竹縣,新豐鄉
住宅竊盜,113,1008,臺北市,中山區
住宅竊盜,113,1008,臺北市,中山區
住宅竊盜,113,1008,臺北市,中正區
住宅竊盜,113,1008,臺北市,南港區
住宅竊盜,113,1008,臺北市,士林區
住宅竊盜,113,1008,新北市,板橋區
住宅竊盜,113,1008,新北市,新莊區
住宅竊盜,113,1008,新北市,樹林區
住宅竊盜,113,1008,新北市,林口區
住宅竊盜,113,1008,桃園市,龜山區
住宅竊盜,113,1008,桃園市,龜山區
住宅竊盜,113,1008,桃園市,觀音區
住宅竊盜,113,1009,臺北市,中正區
住宅竊盜,113,1009,新北市,中和區
住宅竊盜,113,1009,新北市,永和區
住宅竊盜,113,1009,新北市,淡水區
住宅竊盜,113,1009,新北市,土城區
住宅竊盜,113,1009,新北市,泰山區
住宅竊盜,113,1009,新北市,泰山區
住宅竊盜,113,1009,新北市,烏來區
住宅竊盜,113,1009,桃園市,桃園區
住宅竊盜,113,1009,桃園市,中壢區
住宅竊盜,113,1010,南投縣,埔里鎮
住宅竊盜,113,1010,南投縣,草屯鎮
住宅竊盜,113,1010,屏東縣,新園鄉
住宅竊盜,113,1010,花蓮縣,花蓮市
住宅竊盜,113,1010,臺北市,信義區
住宅竊盜,113,1010,新北市,板橋區
住宅竊盜,113,1010,新北市,新店區
住宅竊盜,113,1010,新北市,淡水區
住宅竊盜,113,1010,新北市,五股區
住宅竊盜,113,1010,新北市,林口區
住宅竊盜,113,1010,臺中市,北屯區
住宅竊盜,113,1010,桃園市,中壢區
住宅竊盜,113,1010,桃園市,中壢區
住宅竊盜,113,1010,桃園市,中壢區
住宅竊盜,113,1011,宜蘭縣,三星鄉
住宅竊盜,113,1011,宜蘭縣,三星鄉
住宅竊盜,113,1011,苗栗縣,頭份市
住宅竊盜,113,1011,南投縣,草屯鎮
住宅竊盜,113,1011,南投縣,水里鄉
住宅竊盜,113,1011,雲林縣,麥寮鄉
住宅竊盜,113,1011,屏東縣,恆春鎮
住宅竊盜,113,1011,屏東縣,新園鄉
住宅竊盜,113,1011,澎湖縣,白沙鄉
住宅竊盜,113,1011,臺北市,文山區
住宅竊盜,113,1011,新北市,新莊區
住宅竊盜,113,1011,新北市,三峽區
住宅竊盜,113,1011,新北市,汐止區
住宅竊盜,113,1011,新北市,汐止區
住宅竊盜,113,1011,新北市,土城區
住宅竊盜,113,1011,新北市,蘆洲區
住宅竊盜,113,1011,新北市,五股區
住宅竊盜,113,1011,新北市,林口區
住宅竊盜,113,1011,臺中市,北屯區
住宅竊盜,113,1011,臺中市,潭子區
住宅竊盜,113,1011,臺南市,北區
住宅竊盜,113,1011,桃園市,中壢區
住宅竊盜,113,1011,桃園市,中壢區
住宅竊盜,113,1011,桃園市,龜山區
住宅竊盜,113,1012,金門縣,金沙鎮
住宅竊盜,113,1012,新竹縣,湖口鄉
住宅竊盜,113,1012,新竹縣,新豐鄉
住宅竊盜,113,1012,南投縣,竹山鎮
住宅竊盜,113,1012,雲林縣,虎尾鎮
住宅竊盜,113,1012,屏東縣,恆春鎮
住宅竊盜,113,1012,新竹市,香山區
住宅竊盜,113,1012,臺北市,大安區
住宅竊盜,113,1012,新北市,新莊區
住宅竊盜,113,1012,新北市,新店區
住宅竊盜,113,1012,新北市,新店區
住宅竊盜,113,1012,新北市,蘆洲區
住宅竊盜,113,1012,新北市,林口區
住宅竊盜,113,1012,桃園市,桃園區
住宅竊盜,113,1012,桃園市,平鎮區
住宅竊盜,113,1012,桃園市,觀音區
住宅竊盜,113,1013,宜蘭縣,宜蘭市
住宅竊盜,113,1013,南投縣,南投市
住宅竊盜,113,1013,基隆市,暖暖區
住宅竊盜,113,1013,臺北市,北投區
住宅竊盜,113,1013,新北市,三峽區
住宅竊盜,113,1013,新北市,汐止區
住宅竊盜,113,1013,新北市,蘆洲區
住宅竊盜,113,1013,桃園市,中壢區
住宅竊盜,113,1013,桃園市,中壢區
住宅竊盜,113,1013,桃園市,大園區
住宅竊盜,113,1014,新竹縣,竹東鎮
住宅竊盜,113,1014,新竹縣,湖口鄉
住宅竊盜,113,1014,新竹縣,新豐鄉
住宅竊盜,113,1014,雲林縣,莿桐鄉
住宅竊盜,113,1014,屏東縣,恆春鎮
住宅竊盜,113,1014,基隆市,中山區
住宅竊盜,113,1014,新北市,板橋區
住宅竊盜,113,1014,新北市,板橋區
住宅竊盜,113,1014,新北市,永和區
住宅竊盜,113,1014,新北市,永和區
住宅竊盜,113,1014,新北市,永和區
住宅竊盜,113,1014,新北市,新店區
住宅竊盜,113,1014,新北市,新店區
住宅竊盜,113,1014,新北市,蘆洲區
住宅竊盜,113,1014,臺南市,山上區
住宅竊盜,113,1014,臺南市,安南區
住宅竊盜,113,1014,桃園市,中壢區
住宅竊盜,113,1014,桃園市,大園區
住宅竊盜,113,1014,桃園市,大園區
住宅竊盜,113,1015,新竹縣,湖口鄉
住宅竊盜,113,1015,新竹縣,湖口鄉
住宅竊盜,113,1015,新竹縣,新豐鄉
住宅竊盜,113,1015,苗栗縣,大湖鄉
住宅竊盜,113,1015,南投縣,南投市
住宅竊盜,113,1015,雲林縣,莿桐鄉
住宅竊盜,113,1015,臺北市,萬華區
住宅竊盜,113,1015,臺北市,南港區
住宅竊盜,113,1015,新北市,板橋區
住宅竊盜,113,1015,新北市,新莊區
住宅竊盜,113,1015,新北市,新店區
住宅竊盜,113,1015,新北市,新店區
住宅竊盜,113,1015,新北市,淡水區
住宅竊盜,113,1015,新北市,土城區
住宅竊盜,113,1015,桃園市,中壢區
住宅竊盜,113,1015,桃園市,中壢區
住宅竊盜,113,1015,桃園市,楊梅區
住宅竊盜,113,1015,桃園市,楊梅區
住宅竊盜,113,1015,桃園市,平鎮區
住宅竊盜,113,1016,新竹縣,湖口鄉
住宅竊盜,113,1016,新竹縣,湖口鄉
住宅竊盜,113,1016,苗栗縣,竹南鎮
住宅竊盜,113,1016,苗栗縣,竹南鎮
住宅竊盜,113,1016,南投縣,埔里鎮
住宅竊盜,113,1016,基隆市,仁愛區
住宅竊盜,113,1016,臺北市,大安區
住宅竊盜,113,1016,新北市,板橋區
住宅竊盜,113,1016,新北市,中和區
住宅竊盜,113,1016,新北市,永和區
住宅竊盜,113,1016,新北市,新店區
住宅竊盜,113,1016,新北市,林口區
住宅竊盜,113,1016,新北市,林口區
住宅竊盜,113,1016,臺中市,西區
住宅竊盜,113,1016,臺南市,佳里區
住宅竊盜,113,1016,桃園市,中壢區
住宅竊盜,113,1016,桃園市,蘆竹區
住宅竊盜,113,1016,桃園市,龜山區
住宅竊盜,113,1017,宜蘭縣,宜蘭市
住宅竊盜,113,1017,宜蘭縣,大同鄉
住宅竊盜,113,1017,宜蘭縣,大同鄉
住宅竊盜,113,1017,苗栗縣,頭份市
住宅竊盜,113,1017,南投縣,埔里鎮
住宅竊盜,113,1017,屏東縣,滿州鄉
住宅竊盜,113,1017,澎湖縣,馬公市
住宅竊盜,113,1017,基隆市,七堵區
住宅竊盜,113,1017,新北市,永和區
住宅竊盜,113,1017,新北市,新莊區
住宅竊盜,113,1017,新北市,淡水區
住宅竊盜,113,1017,新北市,土城區
住宅竊盜,113,1017,新北市,泰山區
住宅竊盜,113,1017,新北市,林口區
住宅竊盜,113,1017,桃園市,中壢區
住宅竊盜,113,1017,桃園市,楊梅區
住宅竊盜,113,1017,桃園市,八德區
住宅竊盜,113,1017,桃園市,平鎮區
住宅竊盜,113,1018,宜蘭縣,員山鄉
住宅竊盜,113,1018,新竹縣,新豐鄉
住宅竊盜,113,1018,新竹縣,新豐鄉
住宅竊盜,113,1018,南投縣,埔里鎮
住宅竊盜,113,1018,南投縣,國姓鄉
住宅竊盜,113,1018,雲林縣,斗六市
住宅竊盜,113,1018,雲林縣,斗六市
住宅竊盜,113,1018,雲林縣,斗六市
住宅竊盜,113,1018,雲林縣,西螺鎮
住宅竊盜,113,1018,屏東縣,潮州鎮
住宅竊盜,113,1018,屏東縣,恆春鎮
住宅竊盜,113,1018,屏東縣,新園鄉
住宅竊盜,113,1018,屏東縣,新園鄉
住宅竊盜,113,1018,屏東縣,車城鄉
住宅竊盜,113,1018,新北市,中和區
住宅竊盜,113,1018,新北市,淡水區
住宅竊盜,113,1018,新北市,林口區
住宅竊盜,113,1018,新北市,八里區
住宅竊盜,113,1018,新北市,八里區
住宅竊盜,113,1018,臺中市,龍井區
住宅竊盜,113,1018,桃園市,中壢區
住宅竊盜,113,1018,桃園市,中壢區
住宅竊盜,113,1018,桃園市,中壢區
住宅竊盜,113,1018,桃園市,大園區
住宅竊盜,113,1018,桃園市,龜山區
住宅竊盜,113,1018,999990,00
住宅竊盜,113,1019,新竹縣,竹東鎮
住宅竊盜,113,1019,南投縣,南投市
住宅竊盜,113,1019,南投縣,草屯鎮
住宅竊盜,113,1019,雲林縣,土庫鎮
住宅竊盜,113,1019,高雄市,鼓山區
住宅竊盜,113,1019,新北市,板橋區
住宅竊盜,113,1019,新北市,板橋區
住宅竊盜,113,1019,新北市,永和區
住宅竊盜,113,1019,新北市,永和區
住宅竊盜,113,1019,新北市,淡水區
住宅竊盜,113,1019,新北市,五股區
住宅竊盜,113,1019,新北市,泰山區
住宅竊盜,113,1019,新北市,林口區
住宅竊盜,113,1019,桃園市,中壢區
住宅竊盜,113,1019,桃園市,中壢區
住宅竊盜,113,1019,桃園市,大園區
住宅竊盜,113,1020,雲林縣,斗六市
住宅竊盜,113,1020,雲林縣,斗六市
住宅竊盜,113,1020,屏東縣,竹田鄉
住宅竊盜,113,1020,基隆市,安樂區
住宅竊盜,113,1020,臺北市,士林區
住宅竊盜,113,1020,高雄市,三民區
住宅竊盜,113,1020,新北市,永和區
住宅竊盜,113,1020,新北市,新店區
住宅竊盜,113,1020,新北市,蘆洲區
住宅竊盜,113,1020,臺中市,龍井區
住宅竊盜,113,1020,桃園市,中壢區
住宅竊盜,113,1020,桃園市,中壢區
住宅竊盜,113,1020,桃園市,大園區
住宅竊盜,113,1020,桃園市,龜山區
住宅竊盜,113,1020,桃園市,八德區
住宅竊盜,113,1021,宜蘭縣,南澳鄉
住宅竊盜,113,1021,新竹縣,新豐鄉
住宅竊盜,113,1021,新竹縣,新豐鄉
住宅竊盜,113,1021,臺北市,萬華區
住宅竊盜,113,1021,新北市,新莊區
住宅竊盜,113,1021,新北市,新店區
住宅竊盜,113,1021,新北市,淡水區
住宅竊盜,113,1021,新北市,土城區
住宅竊盜,113,1021,新北市,蘆洲區
住宅竊盜,113,1021,桃園市,桃園區
住宅竊盜,113,1021,桃園市,中壢區
住宅竊盜,113,1021,桃園市,中壢區
住宅竊盜,113,1021,桃園市,中壢區
住宅竊盜,113,1021,桃園市,中壢區
住宅竊盜,113,1021,桃園市,楊梅區
住宅竊盜,113,1021,桃園市,大園區
住宅竊盜,113,1021,桃園市,八德區
住宅竊盜,113,1021,桃園市,平鎮區
住宅竊盜,113,1022,連江縣,南竿鄉
住宅竊盜,113,1022,新竹縣,竹北市
住宅竊盜,113,1022,南投縣,埔里鎮
住宅竊盜,113,1022,雲林縣,斗六市
住宅竊盜,113,1022,雲林縣,斗六市
住宅竊盜,113,1022,雲林縣,斗六市
住宅竊盜,113,1022,臺北市,中山區
住宅竊盜,113,1022,新北市,土城區
住宅竊盜,113,1022,新北市,泰山區
住宅竊盜,113,1022,新北市,萬里區
住宅竊盜,113,1022,臺中市,龍井區
住宅竊盜,113,1022,桃園市,中壢區
住宅竊盜,113,1022,桃園市,中壢區
住宅竊盜,113,1022,桃園市,中壢區
住宅竊盜,113,1022,桃園市,楊梅區
住宅竊盜,113,1022,桃園市,蘆竹區
住宅竊盜,113,1022,桃園市,八德區
住宅竊盜,113,1022,桃園市,平鎮區
住宅竊盜,113,1022,桃園市,平鎮區
住宅竊盜,113,1022,桃園市,新屋區
住宅竊盜,113,1023,宜蘭縣,宜蘭市
住宅竊盜,113,1023,南投縣,埔里鎮
住宅竊盜,113,1023,南投縣,水里鄉
住宅竊盜,113,1023,雲林縣,斗六市
住宅竊盜,113,1023,澎湖縣,白沙鄉
住宅竊盜,113,1023,基隆市,安樂區
住宅竊盜,113,1023,新北市,板橋區
住宅竊盜,113,1023,新北市,板橋區
住宅竊盜,113,1023,新北市,三重區
住宅竊盜,113,1023,新北市,三重區
住宅竊盜,113,1023,新北市,新莊區
住宅竊盜,113,1023,新北市,新店區
住宅竊盜,113,1023,臺中市,西屯區
住宅竊盜,113,1023,桃園市,中壢區
住宅竊盜,113,1023,桃園市,楊梅區
住宅竊盜,113,1023,桃園市,楊梅區
住宅竊盜,113,1023,桃園市,蘆竹區
住宅竊盜,113,1023,桃園市,平鎮區
住宅竊盜,113,1024,新竹縣,新豐鄉
住宅竊盜,113,1024,南投縣,埔里鎮
住宅竊盜,113,1024,南投縣,埔里鎮
住宅竊盜,113,1024,基隆市,安樂區
住宅竊盜,113,1024,臺北市,文山區
住宅竊盜,113,1024,臺北市,士林區
住宅竊盜,113,1024,新北市,板橋區
住宅竊盜,113,1024,新北市,板橋區
住宅竊盜,113,1024,新北市,永和區
住宅竊盜,113,1024,新北市,淡水區
住宅竊盜,113,1024,新北市,泰山區
住宅竊盜,113,1024,新北市,林口區
住宅竊盜,113,1024,臺中市,北區
住宅竊盜,113,1024,臺中市,新社區
住宅竊盜,113,1024,臺南市,北區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,中壢區
住宅竊盜,113,1024,桃園市,蘆竹區
住宅竊盜,113,1024,桃園市,平鎮區
住宅竊盜,113,1024,桃園市,平鎮區
住宅竊盜,113,1024,桃園市,平鎮區
住宅竊盜,113,1025,新竹縣,湖口鄉
住宅竊盜,113,1025,新竹縣,新豐鄉
住宅竊盜,113,1025,南投縣,埔里鎮
住宅竊盜,113,1025,雲林縣,斗六市
住宅竊盜,113,1025,屏東縣,新園鄉
住宅竊盜,113,1025,臺東縣,鹿野鄉
住宅竊盜,113,1025,臺北市,中正區
住宅竊盜,113,1025,新北市,板橋區
住宅竊盜,113,1025,新北市,新店區
住宅竊盜,113,1025,新北市,三峽區
住宅竊盜,113,1025,新北市,淡水區
住宅竊盜,113,1025,新北市,汐止區
住宅竊盜,113,1025,新北市,土城區
住宅竊盜,113,1025,桃園市,中壢區
住宅竊盜,113,1025,桃園市,中壢區
住宅竊盜,113,1025,桃園市,中壢區
住宅竊盜,113,1025,桃園市,中壢區
住宅竊盜,113,1025,桃園市,中壢區
住宅竊盜,113,1025,桃園市,中壢區
住宅竊盜,113,1025,桃園市,中壢區
住宅竊盜,113,1025,桃園市,楊梅區
住宅竊盜,113,1025,桃園市,龜山區
住宅竊盜,113,1025,桃園市,平鎮區
住宅竊盜,113,1025,桃園市,平鎮區
住宅竊盜,113,1025,桃園市,觀音區
住宅竊盜,113,1026,新竹縣,湖口鄉
住宅竊盜,113,1026,南投縣,草屯鎮
住宅竊盜,113,1026,雲林縣,麥寮鄉
住宅竊盜,113,1026,澎湖縣,馬公市
住宅竊盜,113,1026,新竹市,東區
住宅竊盜,113,1026,臺北市,松山區
住宅竊盜,113,1026,新北市,新店區
住宅竊盜,113,1026,新北市,新店區
住宅竊盜,113,1026,新北市,淡水區
住宅竊盜,113,1026,臺中市,潭子區
住宅竊盜,113,1026,臺中市,大雅區
住宅竊盜,113,1026,桃園市,中壢區
住宅竊盜,113,1026,桃園市,中壢區
住宅竊盜,113,1026,桃園市,中壢區
住宅竊盜,113,1026,桃園市,中壢區
住宅竊盜,113,1026,桃園市,中壢區
住宅竊盜,113,1026,桃園市,中壢區
住宅竊盜,113,1026,桃園市,中壢區
住宅竊盜,113,1026,桃園市,中壢區
住宅竊盜,113,1026,桃園市,平鎮區
住宅竊盜,113,1026,桃園市,新屋區
住宅竊盜,113,1026,桃園市,新屋區
住宅竊盜,113,1027,新竹縣,寶山鄉
住宅竊盜,113,1027,南投縣,草屯鎮
住宅竊盜,113,1027,南投縣,竹山鎮
住宅竊盜,113,1027,雲林縣,斗六市
住宅竊盜,113,1027,雲林縣,斗六市
住宅竊盜,113,1027,屏東縣,佳冬鄉
住宅竊盜,113,1027,臺北市,中山區
住宅竊盜,113,1027,新北市,板橋區
住宅竊盜,113,1027,新北市,中和區
住宅竊盜,113,1027,新北市,新店區
住宅竊盜,113,1027,新北市,新店區
住宅竊盜,113,1027,新北市,蘆洲區
住宅竊盜,113,1027,新北市,林口區
住宅竊盜,113,1027,新北市,林口區
住宅竊盜,113,1027,桃園市,中壢區
住宅竊盜,113,1027,桃園市,中壢區
住宅竊盜,113,1027,桃園市,中壢區
住宅竊盜,113,1027,桃園市,中壢區
住宅竊盜,113,1027,桃園市,平鎮區
住宅竊盜,113,1028,新竹縣,寶山鄉
住宅竊盜,113,1028,苗栗縣,竹南鎮
住宅竊盜,113,1028,南投縣,草屯鎮
住宅竊盜,113,1028,嘉義縣,番路鄉
住宅竊盜,113,1028,屏東縣,林邊鄉
住宅竊盜,113,1028,高雄市,鹽埕區
住宅竊盜,113,1028,新北市,板橋區
住宅竊盜,113,1028,新北市,板橋區
住宅竊盜,113,1028,新北市,新店區
住宅竊盜,113,1028,新北市,泰山區
住宅竊盜,113,1028,新北市,八里區
住宅竊盜,113,1028,新北市,萬里區
住宅竊盜,113,1028,臺中市,清水區
住宅竊盜,113,1028,臺南市,南區
住宅竊盜,113,1028,桃園市,中壢區
住宅竊盜,113,1028,桃園市,中壢區
住宅竊盜,113,1028,桃園市,中壢區
住宅竊盜,113,1028,桃園市,中壢區
住宅竊盜,113,1028,桃園市,蘆竹區
住宅竊盜,113,1028,桃園市,大園區
住宅竊盜,113,1028,桃園市,八德區
住宅竊盜,113,1028,桃園市,八德區
住宅竊盜,113,1028,桃園市,平鎮區
住宅竊盜,113,1028,桃園市,平鎮區
住宅竊盜,113,1029,宜蘭縣,三星鄉
住宅竊盜,113,1029,新竹縣,湖口鄉
住宅竊盜,113,1029,新竹縣,寶山鄉
住宅竊盜,113,1029,新竹縣,寶山鄉
住宅竊盜,113,1029,苗栗縣,苗栗市
住宅竊盜,113,1029,苗栗縣,竹南鎮
住宅竊盜,113,1029,雲林縣,斗六市
住宅竊盜,113,1029,雲林縣,斗六市
住宅竊盜,113,1029,雲林縣,斗六市
住宅竊盜,113,1029,屏東縣,恆春鎮
住宅竊盜,113,1029,屏東縣,新園鄉
住宅竊盜,113,1029,臺北市,大同區
住宅竊盜,113,1029,高雄市,鳳山區
住宅竊盜,113,1029,新北市,新店區
住宅竊盜,113,1029,新北市,新店區
住宅竊盜,113,1029,新北市,新店區
住宅竊盜,113,1029,新北市,土城區
住宅竊盜,113,1029,新北市,土城區
住宅竊盜,113,1029,新北市,蘆洲區
住宅竊盜,113,1029,臺中市,大肚區
住宅竊盜,113,1029,桃園市,中壢區
住宅竊盜,113,1029,桃園市,中壢區
住宅竊盜,113,1029,桃園市,中壢區
住宅竊盜,113,1029,桃園市,八德區
住宅竊盜,113,1029,桃園市,平鎮區
住宅竊盜,113,1030,宜蘭縣,宜蘭市
住宅竊盜,113,1030,宜蘭縣,三星鄉
住宅竊盜,113,1030,南投縣,埔里鎮
住宅竊盜,113,1030,南投縣,埔里鎮
住宅竊盜,113,1030,雲林縣,斗六市
住宅竊盜,113,1030,雲林縣,莿桐鄉
住宅竊盜,113,1030,新北市,板橋區
住宅竊盜,113,1030,新北市,汐止區
住宅竊盜,113,1030,臺中市,烏日區
住宅竊盜,113,1030,臺中市,太平區
住宅竊盜,113,1030,桃園市,中壢區
住宅竊盜,113,1031,新北市,新店區
住宅竊盜,113,1031,新北市,泰山區
住宅竊盜,113,1031,桃園市,八德區
住宅竊盜,113,1101,新竹縣,新豐鄉
住宅竊盜,113,1101,南投縣,草屯鎮
住宅竊盜,113,1101,臺北市,萬華區
住宅竊盜,113,1101,新北市,板橋區
住宅竊盜,113,1101,新北市,新莊區
住宅竊盜,113,1101,新北市,新莊區
住宅竊盜,113,1101,新北市,土城區
住宅竊盜,113,1101,新北市,蘆洲區
住宅竊盜,113,1101,新北市,泰山區
住宅竊盜,113,1101,桃園市,中壢區
住宅竊盜,113,1101,桃園市,中壢區
住宅竊盜,113,1101,桃園市,中壢區
住宅竊盜,113,1101,桃園市,大園區
住宅竊盜,113,1101,桃園市,觀音區
住宅竊盜,113,1102,宜蘭縣,宜蘭市
住宅竊盜,113,1102,新竹縣,寶山鄉
住宅竊盜,113,1102,南投縣,水里鄉
住宅竊盜,113,1102,雲林縣,斗六市
住宅竊盜,113,1102,屏東縣,潮州鎮
住宅竊盜,113,1102,屏東縣,恆春鎮
住宅竊盜,113,1102,臺東縣,關山鎮
住宅竊盜,113,1102,澎湖縣,馬公市
住宅竊盜,113,1102,臺北市,中山區
住宅竊盜,113,1102,臺北市,中山區
住宅竊盜,113,1102,臺北市,北投區
住宅竊盜,113,1102,高雄市,三民區
住宅竊盜,113,1102,新北市,五股區
住宅竊盜,113,1102,新北市,坪林區
住宅竊盜,113,1102,臺中市,太平區
住宅竊盜,113,1102,桃園市,中壢區
住宅竊盜,113,1102,桃園市,中壢區
住宅竊盜,113,1103,宜蘭縣,礁溪鄉
住宅竊盜,113,1103,新竹縣,竹北市
住宅竊盜,113,1103,雲林縣,斗六市
住宅竊盜,113,1103,屏東縣,竹田鄉
住宅竊盜,113,1103,臺北市,松山區
住宅竊盜,113,1103,新北市,三重區
住宅竊盜,113,1103,新北市,新店區
住宅竊盜,113,1103,新北市,土城區
住宅竊盜,113,1103,新北市,林口區
住宅竊盜,113,1103,桃園市,蘆竹區
住宅竊盜,113,1104,南投縣,埔里鎮
住宅竊盜,113,1104,雲林縣,斗六市
住宅竊盜,113,1104,雲林縣,林內鄉
住宅竊盜,113,1104,屏東縣,潮州鎮
住宅竊盜,113,1104,屏東縣,竹田鄉
住宅竊盜,113,1104,臺東縣,鹿野鄉
住宅竊盜,113,1104,臺北市,中山區
住宅竊盜,113,1104,新北市,板橋區
住宅竊盜,113,1104,新北市,三重區
住宅竊盜,113,1104,新北市,新店區
住宅竊盜,113,1104,新北市,蘆洲區
住宅竊盜,113,1104,新北市,林口區
住宅竊盜,113,1104,臺中市,北屯區
住宅竊盜,113,1104,臺中市,潭子區
住宅竊盜,113,1104,桃園市,龍潭區
住宅竊盜,113,1104,桃園市,平鎮區
住宅竊盜,113,1104,桃園市,觀音區
住宅竊盜,113,1105,雲林縣,莿桐鄉
住宅竊盜,113,1105,嘉義市,西區
住宅竊盜,113,1105,新北市,板橋區
住宅竊盜,113,1105,新北市,新店區
